,,UNICEF GLOBAL DATABASES [data.unicef.org],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child Mortality Estimates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country-specific Under-five mortality rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimates generated by the UN Inter-agency Group for Child Mortality Estimation (UN IGME) in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downloaded from http://data.unicef.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prepared by the Data and Analytics Section; Division of Data, Analytics, Planning and Monitoring, UNICEF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact us:  data@unicef.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last update: March 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO.Code,Country.Name,SDG.Region,SDG.Subregion,UNICEF.Region,UNICEF.Programme.Region,Uncertainty.Bounds*,1950.5,1951.5,1952.5,1953.5,1954.5,1955.5,1956.5,1957.5,1958.5,1959.5,1960.5,1961.5,1962.5,1963.5,1964.5,1965.5,1966.5,1967.5,1968.5,1969.5,1970.5,1971.5,1972.5,1973.5,1974.5,1975.5,1976.5,1977.5,1978.5,1979.5,1980.5,1981.5,1982.5,1983.5,1984.5,1985.5,1986.5,1987.5,1988.5,1989.5,1990.5,1991.5,1992.5,1993.5,1994.5,1995.5,1996.5,1997.5,1998.5,1999.5,2000.5,2001.5,2002.5,2003.5,2004.5,2005.5,2006.5,2007.5,2008.5,2009.5,2010.5,2011.5,2012.5,2013.5,2014.5,2015.5,2016.5,2017.5,2018.5,2019.5,2020.5,2021.5,2022.5,2023.5
AFG,Afghanistan,Central and Southern Asia,Southern Asia,South Asia,South Asia,Lower,,,,,,,,292.7850,296.0487,297.8566,298.5965,298.5764,297.0151,294.6261,291.1000,288.0052,283.5368,278.9487,274.4355,269.8925,265.4846,260.6806,256.3949,251.9694,247.7211,243.3613,239.2671,234.4456,229.7346,224.4261,219.5044,214.4038,251.2660,246.5231,278.6430,271.9299,229.1184,224.1060,198.4282,170.6421,165.0519,159.8553,154.7742,149.8715,145.3760,141.0895,137.1457,133.3518,129.6533,125.9398,122.0501,118.1708,114.2417,110.2410,106.1230,102.0219,97.8591,93.6185,89.4488,85.2640,81.2312,77.4353,73.9144,70.6092,67.4630,64.3258,61.2922,58.3534,55.4070,52.5264,49.9433,47.3435,44.8188,42.4156
AFG,Afghanistan,Central and Southern Asia,Southern Asia,South Asia,South Asia,Median,,,,,,,,371.3238,365.2303,359.5120,353.1655,347.6084,342.2633,336.7793,331.6689,326.5326,321.5270,316.5812,311.6068,306.4457,301.5876,296.5345,291.3522,285.8673,280.6210,275.2280,269.7133,263.8087,257.8575,251.9324,245.7094,239.3535,279.9153,274.3505,309.1244,300.8795,253.1391,247.1922,218.3534,187.1154,180.6584,174.4463,168.5235,162.9670,157.7450,152.8450,148.3184,144.0529,139.8638,135.7636,131.6572,127.4307,123.1415,118.7310,114.2366,109.6527,105.0852,100.6716,96.3436,92.2038,88.3016,84.6279,81.2086,78.0230,75.1236,72.4387,69.9700,67.6374,65.4299,63.3243,61.3055,59.3354,57.3906,55.5079
AFG,Afghanistan,Central and Southern Asia,Southern Asia,South Asia,South Asia,Upper,,,,,,,,463.4221,447.7678,433.8262,420.4706,409.1942,398.2825,388.8626,380.2265,372.6139,365.3501,359.0096,353.1625,347.6883,341.7179,336.5020,330.8581,324.8546,318.1968,311.6277,304.9024,298.1415,291.3215,284.4554,277.1312,269.7624,315.1143,308.3876,346.2137,335.7817,281.2499,273.3128,240.6419,205.3022,197.5753,190.3001,183.5471,177.2795,171.2858,165.7717,160.4539,155.6910,151.0885,146.6295,142.2544,137.8682,133.2336,128.2609,123.1502,118.0420,113.0392,108.2139,103.8148,99.5677,95.8091,92.2668,88.9799,85.9684,83.3441,81.1055,79.1250,77.4983,76.1318,75.2145,74.4663,73.6142,73.1177,72.6995
AGO,Angola,Sub-Saharan Africa,,Eastern and Southern Africa,Eastern and Southern Africa,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.9694,184.9205,188.1219,190.1210,191.9190,193.3345,194.3619,195.6370,196.8650,197.3636,197.4261,197.6384,197.7208,197.6230,197.3313,196.1474,194.3391,191.5770,187.8466,183.2168,177.8788,171.7637,165.1826,157.2229,148.4655,138.6325,127.5356,116.0789,104.4286,93.2885,82.8756,72.7493,63.3238,55.4758,49.8735,45.1855,41.5722,38.4725,35.8585,33.6531,31.4071,29.8550,28.2879,26.8203
AGO,Angola,Sub-Saharan Africa,,Eastern and Southern Africa,Eastern and Southern Africa,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.1369,235.3162,232.8846,230.0484,228.0286,226.3249,225.0409,223.9680,223.2483,222.8396,222.7036,222.5421,222.4310,222.0393,221.6475,220.6560,218.9267,216.2477,212.5631,208.1674,203.0085,196.9048,189.9073,182.2487,173.7812,165.0204,155.4678,146.0200,136.9606,128.2249,119.8198,112.0528,104.7906,98.2898,92.7677,88.1533,84.0566,80.4730,77.2545,74.3629,71.5969,68.9975,66.4370,64.0126
AGO,Angola,Sub-Saharan Africa,,Eastern and Southern Africa,Eastern and Southern Africa,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.1348,296.6039,285.1038,276.3822,269.6368,264.0938,259.8236,255.9986,253.3612,251.6712,250.4340,249.7572,249.6237,249.6402,249.1479,248.5061,246.9094,244.0601,241.1366,236.9360,232.2189,226.7433,219.9274,212.2242,204.1843,196.1504,188.4924,181.9206,175.8406,170.6382,165.8610,161.8902,158.3320,155.0188,151.7893,148.6877,146.2368,144.2864,141.6326,139.8895,137.9941,135.7360,133.5377,131.9715
AIA,Anguilla,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5652,15.1329,14.7136,14.1749,13.6339,13.0424,12.5344,11.9405,11.3729,10.8672,10.3885,9.8830,9.4357,8.9953,8.5786,8.2072,7.8820,7.5735,7.2958,6.9908,6.7266,6.5036,6.2868,6.0833,5.8574,5.6080,5.3737,5.1110,4.8591,4.5841,4.3146,4.0799,3.8723,3.6727,3.4724,3.2986,3.1419,2.9637,2.8285
AIA,Anguilla,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0102,23.7051,22.4182,21.2272,20.0637,19.0375,18.1078,17.1683,16.3073,15.5123,14.7716,14.1003,13.4778,12.8957,12.3837,11.9023,11.4608,11.0353,10.6458,10.2898,9.9633,9.6636,9.3504,9.0674,8.8080,8.5522,8.3111,8.0818,7.8607,7.6393,7.4037,7.1803,6.9645,6.7475,6.5620,6.3565,6.1424,5.9432,5.7652
AIA,Anguilla,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5130,36.3983,33.7672,31.4912,29.4658,27.6615,26.0503,24.6667,23.3545,22.2264,21.2232,20.2226,19.3784,18.5678,17.8795,17.2229,16.5854,16.0529,15.5821,15.1277,14.6729,14.2976,13.9198,13.5599,13.2779,13.0559,12.8810,12.7656,12.7292,12.7054,12.6167,12.5669,12.4868,12.3905,12.2099,12.1171,11.9318,11.8155,11.7418
ALB,Albania,Europe and Northern America,Europe,Eastern Europe and Central Asia,Europe and Central Asia,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8529,61.7636,59.4926,57.0679,54.4887,52.1244,49.6306,47.0510,44.5332,42.1448,39.9719,37.9878,36.3171,34.8511,33.4657,32.2825,31.1440,30.0325,28.9037,27.8030,26.7613,25.6736,24.6185,23.5870,22.5287,21.4782,20.3908,19.1961,17.9172,16.5836,15.2845,14.0388,12.8608,11.7756,10.8382,10.1058,9.5788,9.2230,9.0393,8.9650,8.9542,8.9349,8.8762,8.7375,8.5204,8.2146
ALB,Albania,Europe and Northern America,Europe,Eastern Europe and Central Asia,Europe and Central Asia,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1701,88.3767,81.2224,74.8740,68.9693,63.7308,59.0122,54.7679,51.1016,47.8900,45.1085,42.7717,40.7715,39.0031,37.5628,36.1896,34.9145,33.6396,32.3885,31.0868,29.7792,28.4326,27.0985,25.7174,24.3143,22.8801,21.4263,19.9558,18.5057,17.0961,15.7533,14.4827,13.2804,12.1693,11.2176,10.4722,9.9259,9.5783,9.3989,9.3367,9.3429,9.3864,9.4332,9.4651,9.4457,9.3709
ALB,Albania,Europe and Northern America,Europe,Eastern Europe and Central Asia,Europe and Central Asia,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.4783,122.3747,107.8615,95.6539,85.3861,76.7836,69.5135,63.5726,58.4871,54.3877,51.0489,48.1816,45.8571,43.8247,42.1410,40.5583,39.0993,37.7340,36.2674,34.7751,33.2175,31.5727,29.8842,28.0893,26.2605,24.3985,22.5352,20.7582,19.1133,17.6246,16.2344,14.9303,13.7075,12.5677,11.6035,10.8351,10.2963,9.9426,9.7627,9.7152,9.7466,9.8480,10.0071,10.2255,10.4790,10.6964
AND,Andorra,Europe and Northern America,Europe,Western Europe,Non-programme countries,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6878,2.7960,2.8909,3.0171,3.1255,3.2151,3.3312,3.4353,3.5205,3.6105,3.6725,3.7491,3.7940,3.7975,3.8028,3.7691,3.7299,3.6680,3.5818,3.4261,3.2424,3.0817,2.8639,2.6453,2.4099,2.2004,1.9845,1.7665,1.5846,1.3876,1.2194,1.0842,0.9862,0.9086,0.8498,0.7984,0.7492,0.7095,0.6690
AND,Andorra,Europe and Northern America,Europe,Western Europe,Non-programme countries,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2231,16.3064,15.4363,14.4765,13.7439,13.0817,12.3349,11.6465,11.0425,10.4713,9.9125,9.3591,8.8923,8.4287,7.9965,7.5976,7.2384,6.8963,6.5663,6.2484,5.9627,5.6472,5.3637,5.0845,4.8256,4.5866,4.3602,4.1397,3.9356,3.7269,3.5412,3.3655,3.2105,3.0840,2.9662,2.8565,2.7631,2.6685,2.5776
AND,Andorra,Europe and Northern America,Europe,Western Europe,Non-programme countries,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.7533,92.5983,79.1055,68.7041,59.1219,51.6075,44.6101,39.2032,34.2336,30.0427,26.4157,23.3502,20.7458,18.5969,16.5926,15.1933,13.8438,12.7024,11.8663,11.0562,10.4566,10.1163,9.8999,9.7419,9.6410,9.6978,9.7098,9.7809,9.9663,10.1047,10.3249,10.5414,10.7148,10.7341,10.6884,10.5665,10.4394,10.3347,10.0854
ARE,United Arab Emirates,Northern Africa and Western Asia,Western Asia,Middle East and North Africa,Middle East and North Africa,Lower,,,,,,,,,,,153.9989,148.6261,143.2042,136.7470,129.8887,122.4628,114.5150,106.6964,98.3161,90.2618,82.5243,75.1116,68.0725,61.6811,55.7809,50.4180,45.3935,40.8894,36.6874,32.9118,29.5829,26.7865,24.2852,22.1391,20.3147,18.8371,17.5244,16.4578,15.5207,14.7082,14.0068,13.3743,12.8248,12.3189,11.8716,11.4827,11.1288,10.8224,10.5615,10.3271,10.1345,9.9478,9.7645,9.5804,9.3989,9.2153,9.0428,8.8580,8.6772,8.4937,8.3102,8.1183,7.9210,7.7124,7.4826,7.2271,6.9262,6.6093,6.2735,5.9245,5.5576,5.1760,4.7877,4.4178
ARE,United Arab Emirates,Northern Africa and Western Asia,Western Asia,Middle East and North Africa,Middle East and North Africa,Median,,,,,,,,,,,200.6878,190.3682,179.4904,168.9267,158.3369,147.5463,136.9596,126.3123,115.8964,105.8206,96.1824,87.1595,78.8748,71.2491,64.2996,58.0305,52.2614,46.9762,42.1697,37.8368,33.9671,30.6059,27.7207,25.2030,23.0854,21.2472,19.6604,18.2956,17.0994,16.0527,15.1399,14.3428,13.6690,13.0870,12.5817,12.1467,11.7759,11.4606,11.1879,10.9422,10.7211,10.5219,10.3271,10.1424,9.9541,9.7616,9.5769,9.3865,9.1992,9.0056,8.8060,8.6108,8.4041,8.1775,7.9318,7.6564,7.3481,7.0141,6.6606,6.3045,5.9554,5.6240,5.3102,5.0286
ARE,United Arab Emirates,Northern Africa and Western Asia,Western Asia,Middle East and North Africa,Middle East and North Africa,Upper,,,,,,,,,,,263.0292,243.6027,225.6400,209.3860,193.4697,178.0945,163.7605,149.7851,136.6595,123.9411,112.0954,101.3309,91.4284,82.5426,74.3729,67.0500,60.2756,54.1406,48.5592,43.4543,38.9835,35.1248,31.7548,28.8792,26.3001,24.1103,22.1683,20.4187,18.9066,17.5307,16.3850,15.3765,14.5348,13.8780,13.3209,12.8470,12.4640,12.1260,11.8403,11.5790,11.3482,11.1447,10.9329,10.7295,10.5245,10.3213,10.1298,9.9319,9.7399,9.5358,9.3259,9.1215,8.9066,8.6750,8.4038,8.1210,7.8012,7.4411,7.0688,6.7081,6.3661,6.0962,5.8785,5.7164
ARG,Argentina,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Lower,,,,,,,,,,,,,,,,,,,,68.4799,68.8534,68.0040,66.4175,64.6923,62.8370,60.5578,57.6430,54.1247,50.0939,45.9335,42.0089,38.5941,35.8182,33.4731,31.5327,30.0088,29.0090,28.5704,28.4088,28.3878,28.2537,27.8284,27.0752,26.0520,24.9389,23.7792,22.6055,21.5001,20.4900,19.6613,18.9833,18.4258,17.9650,17.4883,16.9613,16.4129,15.9192,15.5066,15.0955,14.6635,14.1680,13.6148,13.0341,12.4357,11.8831,11.3712,10.9149,10.5341,10.1957,9.8880,9.5963,9.2592,8.8874,8.4922
ARG,Argentina,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Median,,,,,,,,,,,,,,,,,,,,72.4798,71.7025,70.8364,69.7039,68.1758,66.1005,63.3352,59.8098,55.6351,51.2075,46.8417,42.8247,39.3536,36.5002,34.1270,32.1388,30.5713,29.5619,29.1044,28.9727,28.9274,28.7878,28.3616,27.5822,26.5616,25.4186,24.2352,23.0506,21.9156,20.9043,20.0523,19.3566,18.7862,18.3058,17.8300,17.2944,16.7334,16.2292,15.7974,15.3888,14.9440,14.4406,13.8827,13.2863,12.7050,12.1898,11.7465,11.3631,11.0346,10.7455,10.4831,10.2582,10.0469,9.8458,9.6485
ARG,Argentina,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Upper,,,,,,,,,,,,,,,,,,,,76.7464,74.7593,73.8247,73.2092,71.9007,69.5983,66.2739,62.0867,57.2472,52.3789,47.7630,43.6612,40.1355,37.1945,34.7734,32.7383,31.1633,30.1513,29.6623,29.5528,29.4845,29.3348,28.9139,28.1078,27.0908,25.9115,24.6932,23.4828,22.3121,21.3097,20.4368,19.7240,19.1466,18.6443,18.1683,17.6173,17.0503,16.5359,16.0935,15.6870,15.2286,14.7209,14.1549,13.5413,12.9811,12.5044,12.1303,11.8247,11.5585,11.3255,11.1232,10.9759,10.9192,10.9204,10.9614
ARM,Armenia,Northern Africa and Western Asia,Western Asia,Eastern Europe and Central Asia,Europe and Central Asia,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5348,69.9592,68.1449,66.1902,64.1975,62.1396,60.0780,57.9924,55.8940,53.8909,51.9852,50.0489,89.7128,46.2051,44.3726,42.5162,40.6341,38.8066,37.0196,35.2875,33.6517,32.0592,30.5240,29.0410,27.5949,26.2092,24.8619,23.5316,22.2680,21.0683,19.9408,18.8656,17.8579,16.9155,16.0061,15.1829,14.4031,13.6708,12.9925,12.3526,11.7257,11.1487,10.6007,10.0674,9.5538,9.0432,8.5381,8.0301
ARM,Armenia,Northern Africa and Western Asia,Western Asia,Eastern Europe and Central Asia,Europe and Central Asia,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7238,83.1893,79.8418,76.6530,73.5670,70.6145,67.8430,65.1533,62.5575,60.1194,57.7595,55.4672,99.3013,51.1380,49.0077,46.9261,44.8700,42.8763,40.9274,39.0445,37.2491,35.5347,33.8674,32.2833,30.7515,29.2827,27.8841,26.5417,25.2292,23.9904,22.8161,21.7062,20.6481,19.6507,18.7093,17.8141,16.9601,16.1563,15.3804,14.6489,13.9707,13.3218,12.7115,12.1320,11.5714,11.0392,10.5306,10.0445
ARM,Armenia,Northern Africa and Western Asia,Western Asia,Eastern Europe and Central Asia,Europe and Central Asia,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3327,98.5904,93.2280,88.5446,84.0988,79.9954,76.3516,72.7386,69.5290,66.5607,63.8424,61.1499,109.4601,56.3806,54.0165,51.7299,49.4552,47.2240,45.0825,42.9920,41.0509,39.0960,37.2472,35.5194,33.8427,32.2406,30.7190,29.2413,27.8540,26.5120,25.2694,24.1288,23.0381,22.0196,21.0521,20.1531,19.2674,18.4557,17.6970,16.9616,16.2533,15.5993,14.9897,14.4062,13.9200,13.4674,13.0605,12.6775
ATG,Antigua and Barbuda,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Lower,107.2707,106.2658,104.4382,101.8936,98.9147,95.6871,92.5155,89.4309,86.1261,82.3737,78.1578,73.2010,67.8122,62.1108,56.2166,50.5169,45.1940,40.3943,36.2209,32.6454,29.7113,27.2229,25.1489,23.3675,21.8372,20.4572,19.0964,17.7721,16.4686,15.2549,14.2227,13.3032,12.5678,11.9957,11.5980,11.3293,11.2212,11.2590,11.3965,11.6439,11.9591,12.3374,12.7372,13.1626,13.5469,13.8142,13.9781,13.9798,13.8585,13.6541,13.3809,13.0716,12.7179,12.3917,12.0610,11.7600,11.4777,11.2421,11.0029,10.7486,10.5394,10.3048,10.0915,9.9118,9.7233,9.5449,9.3591,9.1169,8.8393,8.4725,8.0784,7.6331,7.2078,6.7933
